V1,V2,V3,value,x_home,y_home,x_work,y_work
2013,Aabenraa,Aabenraa,19492,520.19812274,6092.7782113,520.19812274,6092.7782113
2013,Aalborg,Aalborg,78636,558.47991384,6319.2405516,558.47991384,6319.2405516
2013,Aarhus,Aarhus,125562,571.83735241,6224.8282873,571.83735241,6224.8282873
2013,Albertslund,Albertslund,3358,710.6812559,6175.5234001,710.6812559,6175.5234001
2013,Allerød,Allerød,3549,707.82727387,6194.9609349,707.82727387,6194.9609349
2013,Assens,Assens,10255,567.82255135,6128.3778028,567.82255135,6128.3778028
2013,Ballerup,Ballerup,7198,710.9350837,6181.4835016,710.9350837,6181.4835016
2013,Billund,Billund,9530,498.01569784,6176.9051068,498.01569784,6176.9051068
2013,Brøndby,Brøndby,3851,714.89210027,6171.7685067,714.89210027,6171.7685067
2013,Brønderslev,Brønderslev,8697,567.78065788,6343.0821868,567.78065788,6343.0821868
2013,Dragør,Dragør,1522,728.21235006,6165.5165533,728.21235006,6165.5165533
2013,Egedal,Egedal,5285,702.8075001,6185.2426489,702.8075001,6185.2426489
2013,Esbjerg,Esbjerg,45323,479.99116525,6141.5430196,479.99116525,6141.5430196
2013,Faaborg-Midtfyn,Faaborg-Midtfyn,12564,587.04251608,6117.4628626,587.04251608,6117.4628626
2013,Fanø,Fanø,775,462.74342401,6140.5768109,462.74342401,6140.5768109
2013,Favrskov,Favrskov,9891,557.55635841,6241.108522,557.55635841,6241.108522
2013,Faxe,Faxe,7450,694.27216695,6131.1493096,694.27216695,6131.1493096
2013,Fredensborg,Fredensborg,5569,715.00010536,6205.9223696,715.00010536,6205.9223696
2013,Fredericia,Fredericia,14343,543.12573268,6158.8239531,543.12573268,6158.8239531
2013,Frederiksberg,Frederiksberg,10544,721.51232124,6176.0923836,721.51232124,6176.0923836
2013,Frederikshavn,Frederikshavn,21917,584.62408845,6365.0679181,584.62408845,6365.0679181
2013,Frederikssund,Frederikssund,9710,688.77304795,6190.0148942,688.77304795,6190.0148942
2013,Furesø,Furesø,4886,711.09089618,6188.474077,711.09089618,6188.474077
2013,Gentofte,Gentofte,9929,722.94363253,6184.0495959,722.94363253,6184.0495959
2013,Gladsaxe,Gladsaxe,8821,717.76041483,6183.4150596,717.76041483,6183.4150596
2013,Glostrup,Glostrup,2712,714.06897859,6176.0802357,714.06897859,6176.0802357
2013,Greve,Greve,6947,704.49651051,6165.2814606,704.49651051,6165.2814606
2013,Gribskov,Gribskov,8935,701.36678948,6216.2988173,701.36678948,6216.2988173
2013,Guldborgsund,Guldborgsund,19010,682.07057354,6074.9004326,682.07057354,6074.9004326
2013,Haderslev,Haderslev,16682,521.44900933,6122.9938973,521.44900933,6122.9938973
2013,Halsnæs,Halsnæs,6565,687.41982016,6206.8349706,687.41982016,6206.8349706
2013,Hedensted,Hedensted,11970,546.55217847,6183.3628533,546.55217847,6183.3628533
2013,Helsingør,Helsingør,14938,717.85299294,6215.86228,717.85299294,6215.86228
2013,Herlev,Herlev,3609,715.15905038,6181.887959,715.15905038,6181.887959
2013,Herning,Herning,30769,492.33139284,6223.6199404,492.33139284,6223.6199404
2013,Hillerød,Hillerød,11110,702.33255536,6202.9316758,702.33255536,6202.9316758
2013,Hjørring,Hjørring,23241,563.57699115,6368.6388912,563.57699115,6368.6388912
2013,Holbæk,Holbæk,18123,664.67372054,6171.4001026,664.67372054,6171.4001026
2013,Holstebro,Holstebro,20304,475.53468446,6247.3168564,475.53468446,6247.3168564
2013,Horsens,Horsens,27055,548.94625998,6198.3715879,548.94625998,6198.3715879
2013,Hvidovre,Hvidovre,6975,718.34658793,6170.4004846,718.34658793,6170.4004846
2013,Høje-Taastrup,Høje-Taastrup,7410,703.72675963,6172.8918004,703.72675963,6172.8918004
2013,Hørsholm,Hørsholm,3224,717.95933044,6198.5947297,717.95933044,6198.5947297
2013,Ikast-Brande,Ikast-Brande,11783,514.30049299,6210.0991513,514.30049299,6210.0991513
2013,Ishøj,Ishøj,2541,708.29636373,6168.9167932,708.29636373,6168.9167932
2013,Jammerbugt,Jammerbugt,10453,530.49535722,6333.3286559,530.49535722,6333.3286559
2013,Kalundborg,Kalundborg,13990,640.4547948,6166.9432158,640.4547948,6166.9432158
2013,Kerteminde,Kerteminde,5161,602.15701056,6146.6860309,602.15701056,6146.6860309
2013,Kolding,Kolding,30977,527.81678116,6145.5745308,527.81678116,6145.5745308
2013,København,København,185803,723.35546511,6175.6934349,723.35546511,6175.6934349
2013,Køge,Køge,12427,694.13147973,6149.821943,694.13147973,6149.821943
2013,Langeland,Langeland,3530,613.88379058,6087.3051347,613.88379058,6087.3051347
2013,Lejre,Lejre,3901,683.62370473,6169.3018911,683.62370473,6169.3018911
2013,Lemvig,Lemvig,7678,455.9615323,6261.4415261,455.9615323,6261.4415261
2013,Lolland,Lolland,13594,647.97917268,6075.1773521,647.97917268,6075.1773521
2013,Lyngby-Taarbæk,Lyngby-Taarbæk,7806,720.00023091,6187.8443756,720.00023091,6187.8443756
2013,Læsø,Læsø,686,621.7764783,6349.6735348,621.7764783,6349.6735348
2013,Mariagerfjord,Mariagerfjord,13447,558.00012495,6283.5369792,558.00012495,6283.5369792
2013,Middelfart,Middelfart,10118,556.0343088,6145.4841933,556.0343088,6145.4841933
2013,Morsø,Morsø,7206,483.53770325,6295.1097224,483.53770325,6295.1097224
2013,Norddjurs,Norddjurs,11939,600.78039113,6258.6089212,600.78039113,6258.6089212
2013,Nordfyns,Nordfyns,6794,578.61985904,6153.2607021,578.61985904,6153.2607021
2013,Nyborg,Nyborg,7392,608.00297733,6128.8774118,608.00297733,6128.8774118
2013,Næstved,Næstved,23172,673.67161957,6126.9702146,673.67161957,6126.9702146
2013,Odder,Odder,5147,571.60326552,6199.8872528,571.60326552,6199.8872528
2013,Odense,Odense,67027,586.91748093,6138.495308,586.91748093,6138.495308
2013,Odsherred,Odsherred,8728,659.91813461,6192.8204428,659.91813461,6192.8204428
2013,Randers,Randers,29796,565.73166285,6264.0295273,565.73166285,6264.0295273
2013,Rebild,Rebild,6272,550.25522457,6298.0945952,550.25522457,6298.0945952
2013,Ringkøbing-Skjern,Ringkøbing-Skjern,22053,467.03390751,6208.51366,467.03390751,6208.51366
2013,Ringsted,Ringsted,7616,678.14677677,6149.3007258,678.14677677,6149.3007258
2013,Roskilde,Roskilde,18263,695.31446507,6170.0872749,695.31446507,6170.0872749
2013,Rudersdal,Rudersdal,7705,718.47453459,6193.1550535,718.47453459,6193.1550535
2013,Rødovre,Rødovre,4374,716.77390362,6176.6712701,716.77390362,6176.6712701
2013,Samsø,Samsø,1444,599.44856184,6191.3163769,599.44856184,6191.3163769
2013,Silkeborg,Silkeborg,28546,532.01017139,6227.7296304,532.01017139,6227.7296304
2013,Skanderborg,Skanderborg,13122,554.56122676,6215.3257253,554.56122676,6215.3257253
2013,Skive,Skive,16662,498.96396131,6277.8860497,498.96396131,6277.8860497
2013,Slagelse,Slagelse,22743,648.51602484,6135.419371,648.51602484,6135.419371
2013,Solrød,Solrød,2508,700.28685914,6159.1503396,700.28685914,6159.1503396
2013,Sorø,Sorø,6131,661.66966365,6151.8264702,661.66966365,6151.8264702
2013,Stevns,Stevns,4135,709.79329129,6136.7744916,709.79329129,6136.7744916
2013,Struer,Struer,5710,472.34820819,6263.9300512,472.34820819,6263.9300512
2013,Svendborg,Svendborg,18012,601.92045624,6105.9615699,601.92045624,6105.9615699
